Position [um],Voltage [V]
125.280275,0.000007
125.314373,-0.000204
125.348470,-0.000230
125.382568,-0.000127
125.416666,-0.000109
125.450763,0.000067
125.484861,0.000273
125.518959,0.000132
125.553056,-0.000063
125.587154,0.000267
125.621252,0.000139
125.655349,-0.000302
125.689447,-0.000106
125.723545,-0.000141
125.757642,0.000081
125.791740,0.000104
125.825838,-0.000003
125.859935,0.000095
125.894033,0.000173
125.928131,0.000135
125.962228,0.000135
125.996326,-0.000151
126.030424,-0.000116
126.064521,-0.000143
126.098619,-0.000094
126.132717,0.000077
126.166814,0.000065
126.200912,0.000328
126.235010,0.000124
126.269107,0.000299
126.303205,-0.000010
126.337303,0.000001
126.371400,-0.000083
126.405498,-0.000113
126.439596,0.000043
126.473693,0.000025
126.507791,-0.000063
126.541889,-0.000131
126.575986,-0.000469
126.610084,-0.000108
126.644182,0.000248
126.678279,-0.000075
126.712377,-0.000052
126.746475,0.000043
126.780572,0.000081
126.814670,-0.000068
126.848768,0.000022
126.882865,0.000314
126.916963,-0.000048
126.951061,-0.000130
126.985158,-0.000128
127.019256,-0.000025
127.053354,0.000074
127.087451,-0.000077
127.121549,0.000104
127.155647,0.000012
127.189744,0.000063
127.223842,0.000103
127.257940,0.000134
127.292037,0.000065
127.326135,0.000188
127.360233,-0.000051
127.394330,0.000114
127.428428,0.000102
127.462526,0.000317
127.496623,0.000154
127.530721,0.000107
127.564819,0.000316
127.598916,0.000182
127.633014,0.000123
127.667112,0.000006
127.701209,0.000157
127.735307,-0.000026
127.769405,-0.000000
127.803502,-0.000074
127.837600,-0.000088
127.871698,0.000018
127.905795,-0.000042
127.939893,-0.000021
127.973991,0.000003
128.008088,-0.000031
128.042186,-0.000169
128.076284,-0.000237
128.110381,-0.000175
128.144479,0.000217
128.178577,-0.000008
128.212674,-0.000013
128.246772,0.000087
128.280870,0.000248
128.314967,0.000092
128.349065,-0.000068
128.383163,0.000115
128.417260,-0.000002
128.451358,0.000210
128.485456,0.000288
128.519553,0.000235
128.553651,-0.000027
128.587749,0.000340
128.621846,0.000339
128.655944,0.000169
128.690042,0.000128
128.724139,0.000122
128.758237,0.000375
128.792335,0.000075
128.826432,0.000233
128.860530,0.000128
128.894628,0.000240
128.928725,0.000016
128.962823,-0.000127
128.996921,-0.000078
129.031018,0.000012
129.065116,0.000169
129.099214,0.000108
129.133311,0.000192
129.167409,-0.000013
129.201507,0.000660
129.235604,0.000259
129.269702,0.000249
129.303800,0.000070
129.337897,-0.000148
129.371995,0.000317
129.406093,0.000105
129.440190,0.000096
129.474288,0.000202
129.508386,0.000149
129.542483,-0.000050
129.576581,-0.000126
129.610679,-0.000202
129.644776,-0.000125
129.678874,-0.000106
129.712972,-0.000122
129.747069,0.000042
129.781167,0.000145
129.815265,-0.000097
129.849362,0.000086
129.883460,-0.000148
129.917558,-0.000063
129.951655,-0.000219
129.985753,-0.000473
130.019851,0.000181
130.053949,-0.000062
130.088046,0.000065
130.122144,0.000034
130.156242,-0.000003
130.190339,0.000160
130.224437,0.000006
130.258535,0.000095
130.292632,0.000072
130.326730,-0.000250
130.360828,-0.000206
130.394925,-0.000095
130.429023,-0.000128
130.463121,0.000268
130.497218,0.000100
130.531316,0.000337
130.565414,0.000242
130.599511,0.000088
130.633609,0.000098
130.667707,-0.000087
130.701804,-0.000092
130.735902,0.000162
130.770000,0.000151
130.804097,-0.000002
130.838195,0.000119
130.872293,0.000139
130.906390,0.000022
130.940488,0.000262
130.974586,0.000086
131.008683,0.000261
131.042781,0.000201
131.076879,0.000048
131.110976,0.000058
131.145074,0.000266
131.179172,0.000076
131.213269,-0.000044
131.247367,0.000010
131.281465,0.000297
131.315562,0.000294
131.349660,0.000231
131.383758,0.000294
131.417855,-0.000164
131.451953,0.000077
131.486051,0.000070
131.520148,0.000118
131.554246,0.000106
131.588344,0.000235
131.622441,0.000135
131.656539,0.000345
131.690637,0.000461
131.724734,0.000328
131.758832,0.000227
131.792930,0.000031
131.827027,-0.000024
131.861125,-0.000339
131.895223,-0.000069
131.929320,-0.000136
131.963418,-0.000241
131.997516,-0.000277
132.031613,-0.000061
132.065711,0.000065
132.099809,0.000313
132.133906,0.000014
132.168004,-0.000022
132.202102,-0.000111
132.236199,0.000018
132.270297,-0.000017
132.304395,-0.000139
132.338492,-0.000271
132.372590,-0.000165
132.406688,-0.000046
132.440785,-0.000266
132.474883,-0.000167
132.508981,0.000344
132.543078,0.000252
132.577176,-0.000027
132.611274,-0.000104
132.645371,-0.000132
132.679469,-0.000229
132.713567,-0.000234
132.747664,-0.000415
132.781762,-0.000199
132.815860,-0.000246
132.849957,0.000111
132.884055,0.000034
132.918153,-0.000007
132.952250,0.000253
132.986348,-0.000039
133.020446,-0.000122
133.054543,-0.000074
133.088641,-0.000137
133.122739,-0.000266
133.156836,-0.000233
133.190934,-0.000210
133.225032,-0.000075
133.259129,-0.000063
133.293227,0.000032
133.327325,0.000185
133.361422,0.000203
133.395520,0.000003
133.429618,0.000132
133.463715,-0.000003
133.497813,-0.000146
133.531911,0.000159
133.566008,-0.000083
133.600106,0.000052
133.634204,-0.000023
133.668301,0.000024
133.702399,0.000230
133.736497,0.000422
133.770594,0.000416
133.804692,0.000368
133.838790,0.000257
133.872887,0.000312
133.906985,0.000367
133.941083,0.000210
133.975180,0.000037
134.009278,0.000436
134.043376,0.000274
134.077473,-0.000023
134.111571,0.000005
134.145669,0.000176
134.179766,0.000020
134.213864,0.000071
134.247962,0.000286
134.282059,-0.000017
134.316157,-0.000312
134.350255,-0.000082
134.384352,0.000197
134.418450,-0.000025
134.452548,-0.000255
134.486645,0.000103
134.520743,0.000166
134.554841,-0.000012
134.588938,0.000311
134.623036,0.000330
134.657134,0.000145
134.691231,0.000181
134.725329,0.000207
134.759427,0.000213
134.793524,0.000093
134.827622,-0.000021
134.861720,0.000102
134.895817,0.000184
134.929915,0.000507
134.964013,0.000477
134.998110,0.000367
135.032208,0.000449
135.066306,0.000281
135.100403,0.000010
135.134501,0.000062
135.168599,-0.000035
135.202696,-0.000111
135.236794,0.000138
135.270892,0.000013
135.304989,0.000222
135.339087,-0.000034
135.373185,-0.000175
135.407282,-0.000054
135.441380,0.000118
135.475478,-0.000027
135.509575,-0.000104
135.543673,-0.000048
135.577771,0.000029
135.611868,-0.000038
135.645966,0.000075
135.680064,-0.000110
135.714161,-0.000216
135.748259,-0.000032
135.782357,0.000416
135.816454,0.000430
135.850552,-0.000058
135.884650,0.000041
135.918747,0.000038
135.952845,-0.000085
135.986943,0.000021
136.021041,0.000100
136.055138,0.000137
136.089236,-0.000065
136.123334,0.000015
136.157431,0.000143
136.191529,0.000113
136.225627,-0.000012
136.259724,-0.000007
136.293822,0.000016
136.327920,0.000024
136.362017,0.000289
136.396115,0.000262
136.430213,0.000144
136.464310,0.000206
136.498408,-0.000151
136.532506,-0.000171
136.566603,0.000075
136.600701,0.000357
136.634799,0.000067
136.668896,-0.000042
136.702994,-0.000192
136.737092,-0.000016
136.771189,-0.000157
136.805287,0.000101
136.839385,0.000317
136.873482,0.000184
136.907580,0.000035
136.941678,-0.000044
136.975775,0.000075
137.009873,0.000218
137.043971,0.000218
137.078068,0.000235
137.112166,0.000388
137.146264,0.000275
137.180361,0.000206
137.214459,0.000065
137.248557,0.000139
137.282654,0.000106
137.316752,-0.000016
137.350850,0.000003
137.384947,0.000034
137.419045,0.000050
137.453143,0.000190
137.487240,0.000271
137.521338,0.000185
137.555436,-0.000024
137.589533,-0.000168
137.623631,-0.000113
137.657729,-0.000044
137.691826,-0.000234
137.725924,-0.000262
137.760022,-0.000181
137.794119,-0.000361
137.828217,-0.000236
137.862315,-0.000218
137.896412,-0.000026
137.930510,-0.000046
137.964608,-0.000011
137.998705,-0.000042
138.032803,-0.000082
138.066901,0.000030
138.100998,-0.000104
138.135096,-0.000013
138.169194,-0.000085
138.203291,-0.000065
138.237389,-0.000330
138.271487,-0.000348
138.305584,-0.000588
138.339682,-0.000220
138.373780,0.000106
138.407877,0.000739
138.441975,0.000463
138.476073,0.000376
138.510170,0.000333
138.544268,0.000305
138.578366,0.000300
138.612463,0.000170
138.646561,-0.000018
138.680659,0.000130
138.714756,0.000074
138.748854,0.000186
138.782952,0.000342
138.817049,0.000440
138.851147,0.000453
138.885245,0.000447
138.919342,0.000297
138.953440,0.000152
138.987538,0.000060
139.021635,0.000050
139.055733,-0.000092
139.089831,-0.000174
139.123928,-0.000305
139.158026,-0.000229
139.192124,-0.000229
139.226221,-0.000087
139.260319,0.000297
139.294417,0.000169
139.328514,-0.000017
139.362612,0.000122
139.396710,0.000193
139.430807,0.000052
139.464905,0.000013
139.499003,-0.000248
139.533100,-0.000373
139.567198,-0.000599
139.601296,-0.000372
139.635393,-0.000201
139.669491,0.000169
139.703589,0.000158
139.737686,0.000343
139.771784,0.000192
139.805882,0.000162
139.839979,0.000328
139.874077,0.000186
139.908175,0.000057
139.942272,-0.000001
139.976370,0.000072
140.010468,0.000009
140.044565,0.000060
140.078663,0.000218
140.112761,0.000330
140.146858,0.000244
140.180956,0.000383
140.215054,0.000502
140.249151,0.000422
140.283249,0.000209
140.317347,0.000329
140.351444,0.000218
140.385542,0.000417
140.419640,0.000120
140.453737,0.000148
140.487835,0.000230
140.521933,-0.000087
140.556030,-0.000104
140.590128,-0.000093
140.624226,-0.000065
140.658323,-0.000088
140.692421,-0.000081
140.726519,-0.000096
140.760616,-0.000273
140.794714,-0.000235
140.828812,-0.000089
140.862909,-0.000047
140.897007,-0.000157
140.931105,-0.000073
140.965202,-0.000010
140.999300,-0.000069
141.033398,-0.000087
141.067495,-0.000105
141.101593,0.000151
141.135691,0.000121
141.169788,-0.000076
141.203886,-0.000262
141.237984,-0.000631
141.272081,-0.000279
141.306179,-0.000171
141.340277,0.000091
141.374374,0.000152
141.408472,0.000364
141.442570,0.000342
141.476667,0.000358
141.510765,0.000349
141.544863,0.000275
141.578960,0.000203
141.613058,0.000179
141.647156,0.000091
141.681253,-0.000263
141.715351,-0.000150
141.749449,-0.000331
141.783546,0.000119
141.817644,-0.000080
141.851742,0.000039
141.885840,0.000217
141.919937,0.000290
141.954035,-0.000022
141.988133,-0.000179
142.022230,-0.000211
142.056328,-0.000205
142.090426,-0.000046
142.124523,0.000053
142.158621,0.000047
142.192719,0.000094
142.226816,0.000190
142.260914,-0.000155
142.295012,0.000428
142.329109,0.000259
142.363207,0.000275
142.397305,0.000302
142.431402,0.000345
142.465500,-0.000234
142.499598,-0.000139
142.533695,-0.000213
142.567793,-0.000021
142.601891,0.000005
142.635988,-0.000015
142.670086,0.000268
142.704184,0.000273
142.738281,0.000219
142.772379,0.000638
142.806477,0.000625
142.840574,0.000244
142.874672,0.000181
142.908770,-0.000023
142.942867,-0.000134
142.976965,-0.000084
143.011063,-0.000109
143.045160,0.000042
143.079258,0.000079
143.113356,0.000267
143.147453,0.000157
143.181551,0.000278
143.215649,0.000420
143.249746,0.000053
143.283844,0.000273
143.317942,-0.000118
143.352039,0.000186
143.386137,0.000142
143.420235,0.000066
143.454332,0.000123
143.488430,0.000043
143.522528,0.000024
143.556625,0.000331
143.590723,-0.000015
143.624821,-0.000094
143.658918,-0.000422
143.693016,-0.000130
143.727114,-0.000346
143.761211,-0.000303
143.795309,-0.000022
143.829407,0.000108
143.863504,0.000011
143.897602,0.000181
143.931700,0.000021
143.965797,0.000043
143.999895,0.000254
144.033993,0.000193
144.068090,0.000056
144.102188,0.000102
144.136286,0.000070
144.170383,0.000163
144.204481,-0.000227
144.238579,-0.000242
144.272676,-0.000209
144.306774,0.000169
144.340872,0.000231
144.374969,-0.000081
144.409067,-0.000013
144.443165,0.000183
144.477262,0.000258
144.511360,-0.000007
144.545458,0.000293
144.579555,-0.000307
144.613653,-0.000148
144.647751,-0.000020
144.681848,0.000371
144.715946,0.000383
144.750044,0.000197
144.784141,0.000240
144.818239,0.000311
144.852337,0.000427
144.886434,0.000237
144.920532,-0.000182
144.954630,-0.000032
144.988727,0.000147
145.022825,0.000430
145.056923,0.000190
145.091020,-0.000135
145.125118,-0.000109
145.159216,0.000074
145.193313,0.000381
145.227411,0.000328
145.261509,0.000049
145.295606,-0.000027
145.329704,0.000308
145.363802,0.000221
145.397899,-0.000113
145.431997,-0.000261
145.466095,0.000253
145.500192,-0.000292
145.534290,0.000334
145.568388,0.000216
145.602485,0.000031
145.636583,0.000164
145.670681,0.000126
145.704778,-0.000049
145.738876,-0.000263
145.772974,-0.000436
145.807071,-0.000162
145.841169,-0.000175
145.875267,-0.000284
145.909364,-0.000064
145.943462,0.000042
145.977560,0.000120
146.011657,0.000118
146.045755,-0.000105
146.079853,-0.000106
146.113950,-0.000006
146.148048,-0.000328
146.182146,-0.000208
146.216243,0.000227
146.250341,-0.000056
146.284439,-0.000123
146.318536,-0.000336
146.352634,-0.000105
146.386732,0.000308
146.420829,0.000159
146.454927,0.000098
146.489025,-0.000029
146.523122,-0.000243
146.557220,-0.000324
146.591318,-0.000132
146.625415,-0.000085
146.659513,0.000098
146.693611,0.000006
146.727708,-0.000092
146.761806,0.000094
146.795904,0.000195
146.830001,0.000246
146.864099,-0.000124
146.898197,-0.000138
146.932294,-0.000444
146.966392,-0.000061
147.000490,-0.000181
147.034587,-0.000072
147.068685,-0.000028
147.102783,0.000097
147.136880,0.000166
147.170978,0.000434
147.205076,0.000333
147.239173,0.000551
147.273271,0.000407
147.307369,0.000208
147.341466,0.000142
147.375564,-0.000083
147.409662,-0.000367
147.443759,-0.000359
147.477857,-0.000081
147.511955,0.000193
147.546052,0.000647
147.580150,0.000526
147.614248,0.000178
147.648345,-0.000030
147.682443,-0.000178
147.716541,-0.000362
147.750638,-0.000198
147.784736,-0.000153
147.818834,0.000127
147.852932,-0.000114
147.887029,-0.000137
147.921127,0.000038
147.955225,0.000498
147.989322,0.000387
148.023420,0.000197
148.057518,0.000391
148.091615,0.000119
148.125713,0.000178
148.159811,0.000284
148.193908,0.000108
148.228006,0.000304
148.262104,0.000217
148.296201,0.000657
148.330299,0.000348
148.364397,0.000393
148.398494,0.000268
148.432592,0.000287
148.466690,0.000061
148.500787,-0.000016
148.534885,0.000319
148.568983,-0.000078
148.603080,-0.000055
148.637178,-0.000303
148.671276,-0.000028
148.705373,-0.000055
148.739471,0.000139
148.773569,-0.000198
148.807666,-0.000253
148.841764,-0.000225
148.875862,-0.000572
148.909959,-0.000639
148.944057,-0.000210
148.978155,-0.000178
149.012252,-0.000268
149.046350,-0.000235
149.080448,-0.000243
149.114545,-0.000010
149.148643,0.000067
149.182741,-0.000154
149.216838,-0.000100
149.250936,-0.000177
149.285034,-0.000061
149.319131,0.000021
149.353229,0.000193
149.387327,0.000251
149.421424,0.000234
149.455522,0.000447
149.489620,0.000798
149.523717,0.000660
149.557815,0.000543
149.591913,0.000282
149.626010,0.000231
149.660108,0.000298
149.694206,0.000277
149.728303,0.000161
149.762401,-0.000153
149.796499,0.000043
149.830596,-0.000233
149.864694,-0.000015
149.898792,0.000376
149.932889,0.000349
149.966987,0.000354
150.001085,0.000214
150.035182,0.000244
150.069280,0.000187
150.103378,0.000127
150.137475,0.000011
150.171573,-0.000044
150.205671,0.000067
150.239768,0.000114
150.273866,-0.000133
150.307964,0.000152
150.342061,0.000282
150.376159,0.000002
150.410257,0.000310
150.444354,0.000462
150.478452,0.000084
150.512550,-0.000019
150.546647,0.000118
150.580745,0.000165
150.614843,0.000012
150.648940,0.000104
150.683038,0.000268
150.717136,0.000155
150.751233,0.000062
150.785331,-0.000165
150.819429,-0.000086
150.853526,-0.000230
150.887624,-0.000340
150.921722,0.000098
150.955819,-0.000185
150.989917,0.000277
151.024015,0.000135
151.058112,0.000294
151.092210,0.000482
151.126308,0.000618
151.160405,0.000170
151.194503,0.000132
151.228601,0.000397
151.262698,0.000256
151.296796,0.000262
151.330894,0.000472
151.364991,0.000112
151.399089,0.000164
151.433187,0.000007
151.467284,-0.000120
151.501382,0.000001
151.535480,0.000122
151.569577,-0.000141
151.603675,-0.000171
151.637773,0.000085
151.671870,-0.000065
151.705968,-0.000130
151.740066,-0.000218
151.774163,-0.000474
151.808261,-0.000030
151.842359,0.000408
151.876456,0.000284
151.910554,0.000290
151.944652,0.000503
151.978749,0.000732
152.012847,0.000544
152.046945,0.000285
152.081042,0.000070
152.115140,-0.000253
152.149238,-0.000304
152.183335,-0.000247
152.217433,0.000204
152.251531,-0.000156
152.285628,-0.000372
152.319726,-0.000111
152.353824,-0.000206
152.387921,-0.000053
152.422019,0.000349
152.456117,0.000397
152.490214,0.000169
152.524312,-0.000250
152.558410,-0.000070
152.592507,-0.000162
152.626605,-0.000172
152.660703,-0.000084
152.694800,-0.000011
152.728898,0.000169
152.762996,0.000348
152.797093,0.000272
152.831191,0.000246
152.865289,0.000346
152.899386,-0.000001
152.933484,0.000407
152.967582,-0.000097
153.001679,0.000073
153.035777,0.000247
153.069875,-0.000137
153.103972,-0.000227
153.138070,-0.000381
153.172168,-0.000277
153.206265,0.000091
153.240363,0.000236
153.274461,0.000194
153.308558,0.000184
153.342656,-0.000025
153.376754,0.000006
153.410851,0.000160
153.444949,0.000076
153.479047,0.000196
153.513144,-0.000115
153.547242,-0.000248
153.581340,-0.000288
153.615437,0.000137
153.649535,0.000168
153.683633,0.000262
153.717731,-0.000122
153.751828,0.000539
153.785926,0.000144
153.820024,-0.000009
153.854121,0.000105
153.888219,-0.000080
153.922317,-0.000410
153.956414,-0.000451
153.990512,-0.000042
154.024610,0.000205
154.058707,0.000296
154.092805,0.000375
154.126903,0.000053
154.161000,-0.000202
154.195098,0.000022
154.229196,0.000238
154.263293,0.000206
154.297391,0.000415
154.331489,-0.000330
154.365586,0.000062
154.399684,0.000187
154.433782,0.000092
154.467879,0.000038
154.501977,0.000110
154.536075,0.000270
154.570172,0.000344
154.604270,0.000371
154.638368,0.000158
154.672465,0.000093
154.706563,-0.000064
154.740661,-0.000192
154.774758,-0.000316
154.808856,-0.000192
154.842954,-0.000063
154.877051,-0.000062
154.911149,0.000092
154.945247,-0.000425
154.979344,-0.000078
155.013442,-0.000728
155.047540,-0.000432
155.081637,-0.000257
155.115735,-0.000112
155.149833,0.000007
155.183930,0.000130
155.218028,-0.000016
155.252126,-0.000353
155.286223,-0.000261
155.320321,0.000411
155.354419,-0.000081
155.388516,0.000199
155.422614,-0.000170
155.456712,0.000018
155.490809,0.000181
155.524907,0.000239
155.559005,0.000317
155.593102,0.000159
155.627200,0.000001
155.661298,0.000074
155.695395,0.000325
155.729493,0.000398
155.763591,0.000260
155.797688,0.000576
155.831786,0.000176
155.865884,0.000284
155.899981,0.000196
155.934079,0.000020
155.968177,-0.000174
156.002274,-0.000058
156.036372,0.000097
156.070470,0.000120
156.104567,-0.000053
156.138665,-0.000093
156.172763,0.000063
156.206860,0.000400
156.240958,0.000464
156.275056,0.000327
156.309153,0.000437
156.343251,0.000138
156.377349,0.000119
156.411446,0.000146
156.445544,0.000261
156.479642,0.000113
156.513739,0.000138
156.547837,0.000432
156.581935,0.000313
156.616032,0.000283
156.650130,0.000469
156.684228,0.000306
156.718325,0.000224
156.752423,0.000200
156.786521,0.000060
156.820618,0.000367
156.854716,0.000247
156.888814,0.000117
156.922911,0.000222
156.957009,0.000489
156.991107,0.000693
157.025204,0.000754
157.059302,0.000645
157.093400,0.000396
157.127497,0.000303
157.161595,0.000435
157.195693,0.000103
157.229790,-0.000339
157.263888,-0.000414
157.297986,-0.000172
157.332083,-0.000011
157.366181,0.000198
157.400279,0.000303
157.434376,0.000485
157.468474,0.000166
157.502572,0.000037
157.536669,0.000147
157.570767,-0.000131
157.604865,0.000074
157.638962,0.000233
157.673060,0.000063
157.707158,0.000104
157.741255,-0.000000
157.775353,0.000099
157.809451,0.000286
157.843548,0.000056
157.877646,0.000317
157.911744,0.000181
157.945841,0.000404
157.979939,0.000311
158.014037,0.000002
158.048134,0.000062
158.082232,0.000245
158.116330,0.000327
158.150427,0.000532
158.184525,0.000414
158.218623,0.000401
158.252720,0.000250
158.286818,-0.000142
158.320916,-0.000095
158.355013,0.000298
158.389111,-0.000015
158.423209,-0.000199
158.457306,-0.000138
158.491404,-0.000270
158.525502,-0.000187
158.559599,-0.000100
158.593697,-0.000181
158.627795,0.000089
158.661892,0.000358
158.695990,0.000222
158.730088,0.000366
158.764185,0.000266
158.798283,0.000015
158.832381,0.000163
158.866478,0.000055
158.900576,-0.000351
158.934674,-0.000209
158.968771,-0.000078
159.002869,0.000603
159.036967,0.000358
159.071064,0.000003
159.105162,0.000247
159.139260,0.000312
159.173357,0.000221
159.207455,0.000311
159.241553,0.000064
159.275650,0.000269
159.309748,0.000297
159.343846,0.000009
159.377943,-0.000235
159.412041,-0.000126
159.446139,-0.000079
159.480236,0.000052
159.514334,0.000237
159.548432,0.000147
159.582530,0.000097
159.616627,0.000271
159.650725,-0.000200
159.684823,0.000219
159.718920,-0.000072
159.753018,-0.000323
159.787116,-0.000202
159.821213,-0.000355
159.855311,-0.000471
159.889409,-0.000476
159.923506,-0.000174
159.957604,0.000376
159.991702,-0.000067
160.025799,-0.000082
160.059897,0.000107
160.093995,0.000098
160.128092,-0.000036
160.162190,0.000121
160.196288,-0.000059
160.230385,-0.000139
160.264483,0.000220
160.298581,0.000232
160.332678,0.000370
160.366776,0.000323
160.400874,0.000434
160.434971,0.000811
160.469069,0.000877
160.503167,0.000816
160.537264,0.000350
160.571362,0.000728
160.605460,0.000329
160.639557,0.000456
160.673655,-0.000177
160.707753,-0.000207
160.741850,-0.000118
160.775948,0.000446
160.810046,0.000579
160.844143,0.000155
160.878241,-0.000089
160.912339,0.000200
160.946436,0.000118
160.980534,0.000225
161.014632,0.000188
161.048729,0.000174
161.082827,-0.000039
161.116925,-0.000337
161.151022,-0.000178
161.185120,-0.000077
161.219218,-0.000152
161.253315,0.000076
161.287413,-0.000067
161.321511,-0.000173
161.355608,0.000040
161.389706,0.000098
161.423804,-0.000101
161.457901,-0.000079
161.491999,-0.000128
161.526097,-0.000105
161.560194,-0.000046
161.594292,0.000017
161.628390,-0.000041
161.662487,0.000331
161.696585,0.000453
161.730683,0.000393
161.764780,0.000591
161.798878,0.000846
161.832976,0.000586
161.867073,0.000449
161.901171,0.000365
161.935269,0.000339
161.969366,0.000546
162.003464,0.000516
162.037562,0.000547
162.071659,0.000713
162.105757,0.000866
162.139855,0.000890
162.173952,0.000937
162.208050,0.000577
162.242148,0.000136
162.276245,0.000078
162.310343,-0.000283
162.344441,-0.000625
162.378538,-0.000669
162.412636,-0.000696
162.446734,-0.000680
162.480831,-0.000477
162.514929,-0.000391
162.549027,-0.000485
162.583124,-0.000092
162.617222,-0.000692
162.651320,-0.000754
162.685417,-0.000636
162.719515,-0.000680
162.753613,-0.000380
162.787710,-0.000193
162.821808,-0.000288
162.855906,-0.000337
162.890003,-0.000396
162.924101,-0.000515
162.958199,-0.000270
162.992296,0.000023
163.026394,-0.000137
163.060492,-0.000277
163.094589,-0.000233
163.128687,0.000010
163.162785,0.000238
163.196882,-0.000182
163.230980,-0.000309
163.265078,-0.000245
163.299175,-0.000103
163.333273,-0.000250
163.367371,-0.000038
163.401468,0.000280
163.435566,0.000644
163.469664,0.000130
163.503761,0.000314
163.537859,0.000184
163.571957,0.000458
163.606054,0.000108
163.640152,0.000185
163.674250,0.000270
163.708347,0.000246
163.742445,0.000086
163.776543,0.000059
163.810640,0.000163
163.844738,0.000377
163.878836,0.000226
163.912933,0.000323
163.947031,0.000281
163.981129,-0.000010
164.015226,-0.000176
164.049324,-0.000110
164.083422,0.000205
164.117519,0.000121
164.151617,-0.000040
164.185715,0.000137
164.219812,0.000200
164.253910,0.000309
164.288008,0.000437
164.322105,0.000581
164.356203,0.000659
164.390301,0.000418
164.424398,0.000369
164.458496,0.000749
164.492594,0.000862
164.526691,0.000696
164.560789,0.000536
164.594887,0.000473
164.628984,0.000590
164.663082,0.000668
164.697180,0.000404
164.731277,0.000132
164.765375,0.000388
164.799473,0.000349
164.833570,0.000547
164.867668,0.000261
164.901766,0.000150
164.935863,-0.000056
164.969961,-0.000120
165.004059,0.000021
165.038156,-0.000123
165.072254,-0.000400
165.106352,-0.000230
165.140449,-0.000114
165.174547,0.000221
165.208645,-0.000027
165.242742,0.000243
165.276840,-0.000202
165.310938,0.000061
165.345035,-0.000259
165.379133,-0.000190
165.413231,-0.000890
165.447328,-0.000519
165.481426,-0.000418
165.515524,-0.000434
165.549622,-0.001000
165.583719,-0.000423
165.617817,-0.000144
165.651915,-0.000360
165.686012,-0.000177
165.720110,0.000250
165.754208,-0.000006
165.788305,-0.000053
165.822403,0.000444
165.856501,0.000377
165.890598,-0.000293
165.924696,0.000105
165.958794,-0.000060
165.992891,0.000108
166.026989,0.000337
166.061087,-0.000269
166.095184,0.000085
166.129282,0.000367
166.163380,0.000145
166.197477,-0.000007
166.231575,-0.000271
166.265673,-0.000534
166.299770,-0.000192
166.333868,-0.000137
166.367966,0.000218
166.402063,0.000048
166.436161,-0.000009
166.470259,0.000162
166.504356,0.000157
166.538454,0.000432
166.572552,0.000633
166.606649,0.000414
166.640747,-0.000027
166.674845,-0.000379
166.708942,0.000239
166.743040,-0.000403
166.777138,-0.000409
166.811235,-0.000449
166.845333,-0.000388
166.879431,-0.000055
166.913528,0.000107
166.947626,0.000224
166.981724,0.000297
167.015821,0.000223
167.049919,0.000338
167.084017,0.000539
167.118114,0.000291
167.152212,0.000130
167.186310,0.000347
167.220407,0.000505
167.254505,0.000333
167.288603,0.000327
167.322700,0.000581
167.356798,0.000566
167.390896,0.000582
167.424993,0.000573
167.459091,0.000422
167.493189,0.000751
167.527286,0.001043
167.561384,0.000584
167.595482,0.000072
167.629579,-0.000011
167.663677,0.000109
167.697775,0.000145
167.731872,0.000024
167.765970,0.000077
167.800068,-0.000017
167.834165,0.000048
167.868263,-0.000162
167.902361,0.000169
167.936458,0.000113
167.970556,0.000132
168.004654,-0.000175
168.038751,-0.000463
168.072849,-0.000206
168.106947,-0.001008
168.141044,-0.000234
168.175142,-0.000223
168.209240,-0.000395
168.243337,-0.000497
168.277435,0.000164
168.311533,0.000367
168.345630,0.000210
168.379728,0.000043
168.413826,0.000521
168.447923,0.000053
168.482021,0.000039
168.516119,-0.000528
168.550216,-0.000378
168.584314,-0.000300
168.618412,-0.000293
168.652509,-0.000310
168.686607,-0.000521
168.720705,-0.000535
168.754802,-0.000173
168.788900,-0.000195
168.822998,-0.000341
168.857095,-0.000269
168.891193,-0.000134
168.925291,-0.000129
168.959388,0.000013
168.993486,-0.000038
169.027584,-0.000427
169.061681,-0.000340
169.095779,0.000069
169.129877,0.000345
169.163974,0.000302
169.198072,-0.000249
169.232170,-0.000260
169.266267,-0.000109
169.300365,-0.000341
169.334463,-0.000165
169.368560,-0.000353
169.402658,-0.000719
169.436756,-0.000688
169.470853,-0.000421
169.504951,-0.000210
169.539049,-0.000470
169.573146,-0.000698
169.607244,-0.000549
169.641342,-0.000380
169.675439,-0.000031
169.709537,0.000173
169.743635,0.000049
169.777732,-0.000183
169.811830,0.000044
169.845928,0.000212
169.880025,0.000255
169.914123,0.000311
169.948221,0.000441
169.982318,0.000513
170.016416,0.000864
170.050514,0.000779
170.084611,0.001051
170.118709,0.001005
170.152807,0.000933
170.186904,0.000724
170.221002,0.000758
170.255100,0.000595
170.289197,0.000634
170.323295,0.000625
170.357393,0.000944
170.391490,0.000383
170.425588,0.000342
170.459686,0.000342
170.493783,0.000102
170.527881,0.000412
170.561979,0.000336
170.596076,0.000027
170.630174,-0.000068
170.664272,0.000122
170.698369,0.000399
170.732467,0.000337
170.766565,-0.000020
170.800662,-0.000013
170.834760,-0.000018
170.868858,0.000005
170.902955,0.000287
170.937053,-0.000053
170.971151,0.000382
171.005248,0.000571
171.039346,0.000593
171.073444,0.000487
