Reference detector [V],Primary detector [V]
4.176532,-0.000411
4.651045,0.000146
5.014249,-0.000801
5.231046,-0.001166
5.294710,-0.000710
5.199725,-0.001233
4.958588,0.000545
4.584012,0.000124
4.099426,0.001632
3.543741,-0.000203
2.949431,0.001739
2.351543,0.000256
1.794128,0.001920
1.304907,-0.000021
0.930062,0.001128
0.681822,-0.000847
0.577216,0.001219
0.619622,0.000947
0.803101,0.001465
1.128525,0.000839
1.560633,0.001688
2.088916,0.001617
2.657740,0.000931
3.253058,-0.000203
3.822837,-0.000606
4.331077,0.000044
4.758236,0.000256
5.071332,-0.000661
5.253528,0.000512
5.292328,-0.000655
5.190171,-0.000117
4.945914,-0.000844
4.586627,-0.001242
4.137536,-0.000038
3.602554,0.000313
3.033367,0.000669
2.455469,-0.000602
1.897014,0.000395
1.411641,-0.000832
1.034927,-0.001559
0.753113,-0.000410
0.599547,-0.000627
0.583643,-0.001209
0.706174,-0.001501
0.960265,0.000011
1.319697,0.000164
1.772425,-0.001828
2.305310,0.000798
2.869694,-0.000207
3.431175,0.000645
3.966745,0.001389
4.430848,-0.001092
4.828292,0.000239
5.105237,0.000457
5.264147,0.001156
5.289943,-0.000345
5.182773,0.001426
4.944598,-0.000389
4.598706,-0.001107
4.158661,0.001318
3.661784,0.002148
3.118381,0.000024
2.556441,-0.000634
2.017407,0.000352
1.528220,0.000643
1.122028,0.000305
0.819242,0.000131
0.632566,-0.000497
0.572683,-0.000426
0.645302,-0.001044
0.843416,-0.000154
1.155643,0.000488
1.573658,0.000738
2.070052,0.000270
2.603403,-0.000293
3.167551,-0.000899
3.713587,0.000054
4.213060,-0.000093
4.642018,-0.000210
4.974833,0.001985
5.196625,-0.000220
5.292530,-0.000305
5.256083,-0.000103
5.085171,0.000202
4.802184,0.000400
4.404534,0.000828
3.933912,0.001371
3.402205,0.001421
2.841680,0.000883
2.282838,0.002995
1.766408,0.001376
1.315570,0.001089
0.955407,-0.000020
0.706094,0.000033
0.583610,-0.000016
0.599259,-0.000291
0.748413,0.000373
1.018731,0.001677
1.397370,-0.000339
1.870820,0.001804
2.404414,0.001617
2.979190,0.001155
3.532308,0.001345
4.064334,0.000734
4.528127,0.001110
4.899953,0.000948
5.156031,0.000516
5.283216,0.000993
5.272867,0.000476
5.124593,0.000448
4.850898,-0.001077
4.463985,-0.000764
3.990810,-0.001360
3.451240,0.001528
2.886913,0.001671
2.315826,-0.000469
1.785286,0.000476
1.334430,0.000794
0.964601,0.000829
0.710201,-0.000736
0.585344,0.000540
0.595308,-0.000912
0.742698,0.000391
1.021700,-0.000698
1.405255,0.001966
1.891140,0.002391
2.433654,0.001965
3.016710,0.003495
3.598876,0.000533
4.131944,0.001299
4.590940,0.000738
4.947303,0.000379
5.187347,0.000347
5.290926,-0.000724
5.251853,0.000236
5.074592,0.001470
4.764351,0.000853
4.344634,0.000606
3.834909,-0.000663
3.275444,0.002098
2.702247,0.001699
2.128861,0.001344
1.604676,-0.000064
1.155812,-0.001214
0.827156,0.000249
0.630022,-0.001375
0.574264,-0.000012
0.662051,-0.000590
0.889903,-0.000802
1.255077,-0.000516
1.720656,-0.000752
2.263303,0.001325
2.853772,0.001819
3.440457,0.001667
3.996470,0.001892
4.489667,-0.000765
4.875126,-0.001942
5.151400,-0.001259
5.284508,0.000128
5.267583,-0.000714
5.107011,-0.000737
4.807486,-0.000495
4.399674,-0.000400
3.893699,0.001145
3.320792,0.002129
2.732672,0.000373
2.155437,0.000529
1.624615,0.001432
1.172124,0.000599
0.840632,0.000723
0.634366,0.000807
0.573291,0.000597
0.665787,-0.001656
0.898331,-0.000626
1.258384,0.001593
1.726290,-0.000161
2.257195,0.000652
2.854806,0.000878
3.439737,0.001474
3.994919,0.002414
4.496819,0.002272
4.879323,0.002506
5.153210,0.000851
5.285558,0.000244
5.263703,0.000035
5.092606,0.000964
4.780527,0.001407
4.349210,-0.000003
3.834633,0.000286
3.260081,-0.000013
2.652527,0.000763
2.073416,0.001359
1.553666,0.001958
1.115648,0.000660
0.797816,0.001929
0.615159,-0.000289
0.578398,-0.000128
0.690475,0.000889
0.945994,-0.000577
1.327670,-0.001974
1.812204,-0.001839
2.374218,-0.000133
2.951638,-0.001834
3.545929,-0.001669
4.088131,0.000118
4.569828,0.000413
4.948376,0.001376
5.189291,0.001050
5.292109,-0.000447
5.248927,0.000444
5.053710,-0.000588
4.734178,0.000987
4.299922,0.002198
3.772105,0.001209
3.204183,0.001816
2.618535,0.003599
2.060112,0.000729
1.532313,0.003963
1.110923,0.003835
0.795528,0.002422
0.614881,0.003714
0.578549,0.002190
0.689286,0.003379
0.932796,0.001406
1.313155,0.001003
1.771880,0.001420
2.323374,0.002664
2.891291,0.003526
3.471723,0.000955
4.026730,0.001537
4.498910,0.000477
4.890431,0.001487
5.155018,0.001608
5.285540,0.000023
5.266237,-0.000029
5.108433,0.000333
4.814915,-0.001074
4.403685,-0.001202
3.880626,-0.001323
3.328162,-0.000838
2.734603,-0.000945
2.158977,-0.000459
1.630167,-0.000446
1.195163,-0.001574
0.854353,0.000429
0.639436,0.000073
0.573636,-0.001824
0.649697,0.000312
0.864927,-0.000756
1.212482,-0.000240
1.663624,-0.000550
2.185372,-0.001004
2.794549,0.000262
3.365324,-0.001462
3.940628,-0.000395
4.440868,-0.001053
4.848299,0.000811
5.129873,0.000529
5.275737,0.000528
5.276676,0.002209
5.137106,0.001296
4.861226,0.000843
4.455070,0.001648
3.954993,0.000440
3.393545,0.000954
2.823768,0.001489
2.231799,0.000552
1.698050,0.001277
1.239003,0.000431
0.881905,-0.000190
0.656723,0.000100
0.572651,-0.000132
0.634770,0.000643
0.842310,0.000970
1.174575,0.000459
1.616856,-0.000613
2.143685,-0.000083
2.715067,-0.000722
3.295030,-0.001575
3.856635,-0.000930
4.373219,-0.001061
4.783929,-0.001357
5.089052,-0.002052
5.264243,0.001101
5.286448,0.000333
5.164348,-0.000214
4.905545,-0.000184
4.512736,-0.000407
4.042895,-0.000855
3.478430,-0.000844
2.880748,-0.000346
2.302800,-0.000110
1.765266,-0.000141
1.292234,-0.000505
0.915558,-0.000456
0.673922,0.000397
0.575397,0.001186
0.628167,0.001172
0.830942,0.002177
1.166311,0.001579
1.613944,0.002220
2.145679,0.000710
2.731978,0.001116
3.347789,0.001749
3.921691,0.001425
4.429348,0.002184
4.840076,0.002418
5.128782,0.001216
5.277752,0.001967
5.274599,0.001760
5.119384,0.000661
4.826076,0.000335
4.408366,0.002501
3.892932,0.001349
3.316467,0.001050
2.713500,0.000310
2.129186,0.000552
1.590951,-0.000859
1.141542,-0.000419
0.812645,-0.001157
0.618144,-0.002023
0.578791,-0.000409
0.693636,0.001500
0.953900,0.000689
1.341959,0.001957
1.828952,0.000476
2.399755,-0.000461
3.012880,-0.000685
3.613392,-0.000442
4.158960,-0.001387
4.632008,-0.001465
4.998456,-0.001456
5.222942,-0.001316
5.296031,-0.002586
5.210770,-0.000960
4.974818,-0.000534
4.598344,0.000774
4.113361,0.001597
3.545447,-0.000071
2.947618,0.000269
2.343784,-0.000497
1.771265,-0.002126
1.287126,-0.000701
0.895077,-0.000174
0.655921,0.000012
0.574361,-0.000219
0.653126,0.000655
0.891868,0.001219
1.271169,0.000125
1.758919,0.001610
2.337632,0.000912
2.942140,0.001576
3.546449,0.000249
4.116767,0.002013
4.608130,0.001311
4.993769,-0.001160
5.224544,-0.000828
5.294725,-0.000495
5.203100,0.000249
4.954875,0.000346
4.567661,0.000253
4.067878,0.000397
3.475356,0.000347
2.868074,0.001589
2.264906,-0.000024
1.685875,0.001586
1.204938,0.000968
0.842868,0.000288
0.629539,-0.001602
0.577404,-0.000002
0.688169,-0.001093
0.950518,0.000970
1.359460,0.001521
1.877469,-0.001250
2.473334,-0.000434
3.087924,-0.000499
3.704791,-0.001425
4.258411,-0.001302
4.723462,-0.001940
5.068457,-0.001353
5.259525,-0.001476
5.284083,-0.000439
5.144278,-0.000554
4.852379,-0.000535
4.415804,-0.000884
3.882610,0.000191
3.265138,0.000161
2.633345,0.000088
2.034533,0.000732
1.488920,0.000404
1.042603,-0.000063
0.739884,-0.000420
0.588136,0.000942
0.602827,-0.000542
0.787892,0.001068
1.120688,0.001151
1.593390,0.000979
2.166319,-0.000148
2.792372,0.000833
3.425753,-0.001382
4.026219,0.001020
4.540229,0.000240
4.938516,0.000888
5.201694,0.001122
5.295732,0.000098
5.217337,0.000696
4.975685,0.000377
4.592646,-0.000417
4.082833,0.000175
3.492897,0.000114
2.858343,-0.000962
2.229160,-0.000872
1.655900,0.000507
1.184156,0.001085
0.820963,-0.000185
0.618803,0.000970
0.580979,-0.000753
0.713532,-0.000039
1.009104,0.001789
1.444631,0.000947
1.984420,0.000551
2.587868,0.000291
3.226995,0.001627
3.844907,0.000037
4.393000,0.000286
4.841728,-0.000767
5.140876,0.001426
5.284052,0.002119
5.258283,0.003015
5.062989,0.001589
4.707233,0.002361
4.231122,0.001507
3.649355,0.000801
3.021595,0.001180
2.386781,-0.000652
1.788029,0.000148
1.274454,0.000771
0.888210,0.001427
0.646375,0.000638
0.574982,0.000992
0.678148,0.002008
0.951434,0.002623
1.373006,0.002095
1.906977,0.001872
2.521493,0.002426
3.164727,0.001169
3.782856,0.001936
4.339593,0.001038
4.803135,0.000501
5.120887,-0.001732
5.279871,-0.000215
5.265054,0.000767
5.078031,-0.000858
4.742688,-0.000278
4.260696,0.000677
3.678924,0.001149
3.049185,0.001386
2.410877,-0.000105
1.810061,-0.000211
1.300172,-0.000347
0.902613,0.000650
0.654105,-0.001237
0.574030,0.000862
0.668833,0.000039
0.930322,0.000102
1.340145,0.000765
1.863665,0.000977
2.472271,0.001182
3.119221,0.002201
3.748329,0.002380
4.319743,0.001222
4.779975,0.000530
5.114152,0.000997
5.276485,0.000032
5.269280,0.000428
5.083301,-0.000320
4.741570,-0.000577
4.264311,0.000597
3.695258,-0.000202
3.063541,-0.000163
2.437054,-0.001291
1.815546,0.002961
1.295885,0.002407
0.892090,0.000704
0.648539,0.000839
0.575475,0.000502
0.683384,-0.000876
0.952920,-0.000214
1.372446,-0.000500
1.906980,0.001474
2.514736,-0.000165
3.165368,-0.000435
3.790107,-0.001064
4.344680,-0.000458
4.809840,-0.000423
5.132503,0.001537
5.284080,-0.000512
5.257264,0.000413
5.057139,-0.000586
4.695837,0.000615
4.185988,0.000400
3.596300,-0.000659
2.960005,-0.000103
2.305328,0.000217
1.720280,0.002007
1.210655,0.001862
0.832567,0.000975
0.618565,0.001649
0.581684,0.002116
0.720651,0.001379
1.029656,0.001212
1.480592,0.002267
2.036752,0.001560
2.675217,0.001007
3.344953,0.002651
3.969918,0.001678
4.512453,0.001849
4.934231,0.000428
5.202349,0.001436
5.295557,0.000368
5.208320,0.000962
4.946990,0.001630
4.529114,0.000400
3.997304,0.001060
3.377080,0.000490
2.721203,0.000787
2.071858,-0.000065
1.500526,-0.000039
1.038869,-0.001471
0.723605,0.000086
0.581695,0.000592
0.622936,0.000807
0.845398,0.000105
1.232377,-0.000509
1.742875,0.000531
2.346027,0.001608
2.982251,-0.000453
3.625993,0.001426
4.224776,0.000855
4.717447,0.001195
5.076992,-0.000780
5.266292,-0.000190
5.275405,0.001065
5.100577,0.000075
4.759356,-0.000994
4.277621,0.001129
3.693050,0.001618
3.033733,0.000947
2.376146,0.001911
1.767200,0.000439
1.237062,-0.000478
0.848314,0.001063
0.625036,-0.000194
0.581209,0.000818
0.720239,0.001166
1.033026,0.000613
1.490571,0.000043
2.066082,-0.000563
2.707633,-0.000051
3.369421,-0.000243
4.001004,-0.001755
4.545823,0.000013
4.964408,-0.000987
5.220239,0.000499
5.294435,-0.000207
5.180846,0.000119
4.891629,0.000608
4.439020,-0.000700
3.862980,0.000828
3.227792,0.001658
2.565194,0.001462
1.922334,0.003685
1.372020,0.002116
0.946016,0.001133
0.668394,0.001658
0.573991,-0.000087
0.667592,0.000188
0.943897,-0.000371
1.370308,-0.000472
1.919323,-0.000543
2.562438,-0.000796
3.222935,-0.001383
3.872222,-0.001883
4.443232,-0.000767
4.890606,-0.000285
5.180641,0.001386
5.295134,0.001765
5.214292,0.000728
4.953701,0.000072
4.534231,-0.000745
3.996486,0.001725
3.352703,-0.000362
2.680470,-0.000415
2.028487,0.000940
1.443761,0.001102
0.991955,-0.000166
0.694268,0.000870
0.575857,0.000780
0.644040,0.001092
0.892655,0.001027
1.310676,0.002291
1.857520,0.001868
2.483391,-0.000256
3.170310,0.000861
3.821783,-0.000250
4.409911,0.001377
4.863212,-0.000968
5.169387,-0.000064
5.292589,-0.001042
5.225446,0.000108
4.976495,0.000449
4.553590,0.000141
4.003958,0.000131
3.369436,0.000379
2.686923,-0.000548
2.045856,0.001445
1.454163,-0.001533
0.998899,-0.000921
0.698539,-0.000585
0.575400,-0.001285
0.646152,-0.001223
0.903702,-0.001163
1.325938,-0.000958
1.882016,0.000440
2.515598,0.000942
3.168249,-0.000661
3.828362,-0.000221
4.414433,-0.000091
4.866487,0.000018
5.169038,0.001391
5.293474,-0.000800
5.227046,-0.000055
4.979920,-0.001174
4.570405,0.001061
4.035288,0.000654
3.410850,0.000761
2.728278,0.001343
2.086398,0.002425
1.501573,0.003325
1.041757,0.002216
0.721811,0.002995
0.582166,0.002800
0.626690,0.003358
0.851389,0.001627
1.243923,0.000173
1.772637,0.000535
2.387813,0.000823
3.056044,0.000778
3.709115,0.002110
4.297588,0.001411
4.776904,0.002394
5.114890,0.001581
5.283259,0.002886
5.261752,0.001014
5.059633,0.000613
4.689833,-0.000384
4.191668,-0.000166
3.596563,0.000196
2.947639,-0.002340
2.290430,-0.001335
1.689254,0.000067
1.176889,0.000851
0.812740,-0.000408
0.607873,0.000154
0.587738,0.002038
0.750931,0.001236
1.095356,0.000011
1.564740,-0.001282
2.155491,-0.001322
2.797267,-0.000976
3.446547,-0.001153
4.046698,-0.001992
4.582139,-0.000706
4.979237,-0.000610
5.220936,-0.001665
5.294832,0.001595
5.186635,-0.000741
4.907129,0.000847
4.481721,0.002019
3.946035,0.000963
3.327687,0.000323
2.686222,-0.000057
2.050506,-0.000068
1.498456,0.000350
1.047343,0.001565
0.733341,0.001069
0.585496,0.000728
0.609298,0.001307
0.796269,0.001087
1.143497,0.001590
1.613710,0.000630
2.184218,0.001895
2.806238,0.001609
3.434679,0.001061
4.032318,0.000404
4.544861,0.001176
4.952827,0.001531
5.206748,0.000541
5.297226,0.000195
5.216976,0.001203
4.974941,0.001045
4.587107,-0.000161
4.093536,-0.000220
3.494574,-0.000988
2.868976,0.001152
2.249392,0.000178
1.673160,0.001153
1.193689,0.000100
0.833949,0.001664
0.626198,0.002042
0.577381,0.000529
0.694924,-0.000495
0.972823,0.000736
1.407387,-0.001696
1.941876,-0.000276
2.542751,0.000268
3.161973,0.000629
3.790365,0.002044
4.349883,0.001104
4.800516,0.001382
5.114399,0.000429
5.277915,0.000213
5.276353,0.000018
5.113827,-0.000277
4.796936,-0.000987
4.364821,-0.000204
3.819148,-0.000014
3.212693,-0.000024
2.590832,0.001390
1.995789,0.000115
1.475394,0.001688
1.029400,0.001900
0.733783,0.001868
0.586982,0.001585
0.600567,0.000788
