Reference detector [V],Primary detector [V]
1.502052,0.001174
2.133237,0.002732
2.820866,0.000767
3.534201,0.000790
4.174202,0.000834
4.721958,0.000482
5.103672,-0.000074
5.283991,-0.000433
5.242792,-0.000708
4.991601,0.000011
4.545085,0.000728
3.966877,0.000188
3.291890,-0.000893
2.586756,0.000980
1.908524,-0.000408
1.321181,0.000048
0.882632,0.000073
0.632002,-0.000931
0.586638,-0.000126
0.746083,-0.000320
1.107184,-0.000656
1.630555,-0.000111
2.266909,0.001541
2.962035,-0.000662
3.657673,-0.000932
4.280128,0.000325
4.786621,-0.000368
5.134982,-0.000502
5.286933,-0.000015
5.234257,-0.000908
4.990231,-0.000899
4.551135,0.000659
4.002786,0.000787
3.338732,0.000979
2.650159,-0.000094
1.981677,0.000244
1.399869,-0.000140
0.959516,0.000630
0.670580,0.000256
0.577784,0.000889
0.680071,0.000159
0.966142,-0.000024
1.416831,0.000264
1.993727,-0.001034
2.634940,0.000280
3.322150,0.000258
3.961864,0.000072
4.520834,-0.001503
4.941076,-0.001733
5.212525,-0.001442
5.295811,-0.000161
5.193898,-0.001172
4.908597,-0.001730
4.467598,0.001090
3.915879,-0.000356
3.279222,-0.001165
2.609208,-0.000701
1.973701,-0.000863
1.432180,-0.000982
0.986116,-0.001442
0.694177,-0.001162
0.579017,-0.001954
0.642193,-0.000786
0.875780,-0.001521
1.263653,-0.000947
1.767435,0.000639
2.379062,-0.000529
3.001224,-0.000311
3.637706,-0.001399
4.208596,-0.001503
4.696550,-0.001210
5.054286,-0.001199
5.250011,-0.000915
5.291996,-0.001635
5.166961,-0.000537
4.879265,-0.001756
4.471454,-0.000370
3.951573,-0.001669
3.366903,0.000516
2.748381,-0.000160
2.146518,0.000492
1.597322,-0.001457
1.147613,0.000114
0.811358,-0.001376
0.617781,0.000386
0.581718,-0.000085
0.703855,-0.002927
0.975322,-0.002172
1.365298,-0.000603
1.855433,0.000965
2.420709,-0.000349
3.023858,-0.001077
3.621327,-0.000271
4.161719,-0.000440
4.632353,0.000405
4.990212,0.000446
5.218776,-0.002909
5.297417,-0.001026
5.222543,-0.003165
5.000130,-0.002285
4.649028,-0.000565
4.179891,-0.001124
3.625678,-0.000492
3.049704,-0.000197
2.451790,-0.000941
1.888145,0.000773
1.397456,0.000089
1.002900,0.000363
0.726741,0.000540
0.589809,0.000329
0.601214,0.000606
0.763784,0.001343
1.060881,-0.000396
1.474035,0.000834
1.980879,0.000683
2.543433,0.001202
3.130656,0.001281
3.702344,0.000862
4.231178,-0.000163
4.680273,-0.000591
5.023429,-0.000212
5.232698,0.000100
5.296661,-0.000436
5.215738,0.001204
4.991966,0.000584
4.640265,0.001092
4.185589,-0.000204
3.654912,-0.000294
3.093539,0.000994
2.503162,0.001085
1.946968,0.001119
1.453021,0.000286
1.050585,-0.000670
0.760415,0.001029
0.599881,-0.000066
0.587602,0.000731
0.720815,-0.000259
0.983193,0.000317
1.366448,-0.000213
1.849680,0.001167
2.408531,0.000480
2.997446,0.001791
3.580561,0.002346
4.122433,0.000924
4.599633,0.000316
4.962164,0.001532
5.201662,-0.000515
5.296172,-0.000416
5.237883,-0.001597
5.037438,-0.001289
4.708507,-0.000396
4.253352,-0.000388
3.725450,0.000753
3.132681,0.001339
2.517379,0.000483
1.935397,0.001256
1.418809,-0.000236
1.011206,0.000897
0.726423,-0.000436
0.587371,-0.001386
0.605322,-0.000501
0.776071,0.000185
1.095299,0.000080
1.525446,-0.000499
2.060395,-0.001721
2.651558,-0.000420
3.277074,-0.001211
3.865185,-0.002116
4.388336,-0.000043
4.815874,-0.001022
5.123363,-0.001653
5.277314,-0.001553
5.270944,-0.001807
5.102907,-0.001731
4.785931,-0.001807
4.334272,-0.001348
3.797534,-0.000868
3.198132,-0.002361
2.573056,-0.002978
1.982067,-0.001872
1.464178,-0.001521
1.034570,-0.000218
0.730294,0.000252
0.588125,-0.001527
0.607685,0.000305
0.794043,0.000640
1.128032,0.000059
1.598445,-0.000386
2.152738,0.000304
2.777088,-0.002073
3.410362,0.000445
4.005179,0.001291
4.530751,-0.001249
4.937194,-0.000879
5.198965,0.001292
5.293577,0.001157
5.213938,-0.000382
4.960390,0.000454
4.545827,0.001724
4.025554,0.000094
3.413084,-0.000296
2.756639,-0.000466
2.108429,-0.002912
1.541006,-0.000617
1.063026,-0.000339
0.737503,-0.000384
0.587179,-0.000234
0.622391,-0.000487
0.835722,-0.000413
1.217202,0.000153
1.737151,-0.001268
2.328629,-0.001663
2.985534,-0.001789
3.644412,-0.001058
4.247283,-0.000712
4.745255,-0.000872
5.095166,-0.001292
5.274065,0.000660
5.268423,0.000444
5.072896,0.001133
4.716840,-0.000165
4.211779,0.000866
3.605867,0.001207
2.946944,0.000498
2.297317,0.000386
1.690599,-0.000553
1.182179,0.000635
0.815388,0.000114
0.611686,-0.000534
0.590534,-0.000674
0.754059,-0.000558
1.091014,0.000201
1.567700,-0.000643
2.154032,0.000087
2.807259,-0.000344
3.463494,0.000148
4.087792,0.001052
4.617448,-0.000346
5.014643,-0.000266
5.242926,0.000253
5.287953,-0.000585
5.147646,0.001339
4.833711,0.000297
4.357038,-0.000751
3.766136,-0.001572
3.113944,-0.001848
2.444949,-0.001307
1.814681,-0.000995
1.281382,-0.001175
0.875353,-0.000861
0.634036,-0.000579
0.583594,0.000649
0.725091,-0.000701
1.041793,-0.000785
1.506882,-0.000707
2.096509,-0.000891
2.757751,0.000616
3.441619,-0.000441
4.076981,-0.002057
4.615175,-0.001060
5.014805,-0.001526
5.244915,0.000155
5.287776,0.000813
5.139578,-0.000944
4.810508,-0.000232
4.332199,-0.000796
3.735419,0.000016
3.078729,-0.000601
2.420318,0.000656
1.790082,-0.000414
1.253705,-0.000793
0.857883,0.000461
