Reference detector [V],Primary detector [V]
2.839188,-0.000020
2.207395,0.000656
1.641732,-0.000391
1.169563,-0.000062
0.821084,-0.000358
0.614604,-0.002326
0.572991,-0.000155
0.697980,-0.000587
0.979019,-0.001721
1.402925,0.000458
1.927402,-0.000249
2.530177,-0.001646
3.169841,-0.001651
3.772774,-0.001717
4.321033,-0.001331
4.773986,-0.001233
5.100034,-0.000389
5.270497,-0.000246
5.274349,-0.001330
5.118083,-0.001620
4.802141,-0.001627
4.363270,-0.001410
3.822027,-0.002458
3.223568,-0.000172
2.599722,0.000141
2.003734,0.000132
1.465609,-0.000851
1.028856,-0.000072
0.729556,0.000048
0.581219,-0.000438
0.594861,-0.000612
0.766727,-0.000698
1.093614,-0.000732
1.544250,-0.001815
2.077145,-0.000328
2.685458,-0.000198
3.313296,0.000781
3.909658,0.000399
4.436129,0.001061
4.855682,-0.001351
5.149111,0.000572
5.283236,-0.001218
5.259950,-0.000670
5.077528,-0.000473
4.757225,-0.001196
4.307369,0.000138
3.763436,0.000681
3.168392,-0.001475
2.557294,-0.001161
1.973148,0.001501
1.448000,0.001340
1.022928,0.001366
0.730733,0.001900
0.581509,-0.000017
0.592149,0.001865
0.759619,0.002744
1.073546,0.002314
1.499545,0.002510
2.031902,0.000803
2.619967,0.000372
3.227638,-0.000306
3.820054,0.000490
4.355707,0.002968
4.785542,0.002251
5.102570,0.001944
5.267761,-0.000386
5.279335,0.000661
5.132848,-0.001307
4.852546,-0.000920
4.430007,-0.000799
3.920894,-0.000719
3.342908,-0.000056
2.742458,0.000159
2.153820,-0.001224
1.622822,-0.000368
1.170982,0.001955
0.833149,-0.000359
0.626187,0.000292
0.567981,0.001048
0.658830,0.000831
0.891346,-0.000195
1.259274,-0.000387
1.734115,-0.000153
2.292552,-0.002674
2.870418,-0.000605
3.477455,0.000062
4.033494,-0.000256
4.519498,-0.000072
4.903952,0.001065
5.170114,-0.000191
5.287743,0.001868
5.255412,0.001379
5.069886,-0.000222
4.751418,0.000789
4.319737,0.000604
3.791651,0.000184
3.219800,-0.001285
2.621270,-0.001627
2.051172,0.000433
1.528972,-0.001467
1.098036,-0.000162
0.780914,-0.001155
0.605200,-0.000226
0.573159,0.000498
0.693148,0.002501
0.950849,0.000933
1.328945,-0.000269
1.814629,0.000614
2.357357,0.000566
2.940758,-0.000002
3.532667,0.000432
4.081010,0.000420
4.555930,0.000806
4.938665,-0.000534
5.185624,-0.000074
5.289781,-0.000205
5.246413,0.000407
5.062360,-0.000117
4.746358,-0.000273
4.309243,0.000970
3.796393,0.000583
3.226329,-0.001228
2.640102,-0.000001
2.060700,0.000467
1.549736,-0.001671
1.127973,-0.000246
0.810819,-0.000961
0.620859,-0.000938
0.569503,-0.000769
0.667774,-0.001307
0.906185,-0.001673
1.274218,-0.001436
1.726862,-0.000325
2.264971,-0.001764
2.831341,-0.002519
3.420497,-0.001388
3.976673,-0.001435
4.461291,-0.002148
4.858602,-0.001882
5.136320,-0.001429
5.276111,-0.001040
5.275930,-0.000993
5.132579,-0.000332
4.855412,-0.002485
4.464081,-0.000127
3.976123,0.000174
3.434004,0.000912
2.850907,0.000160
2.284630,0.000582
1.747447,0.000061
1.285758,-0.001856
0.924774,-0.000822
0.685750,-0.000184
0.572665,0.000783
0.600980,-0.000637
0.763534,0.001359
1.050187,0.000787
1.456110,0.000178
1.941148,0.001064
2.486808,0.001368
3.044544,-0.000587
3.611747,-0.000516
4.131927,-0.000501
4.581904,-0.001211
4.931305,0.000480
5.171699,-0.000336
5.285840,0.000646
5.265647,0.002291
5.120340,0.001643
4.848774,0.001909
4.461822,-0.001627
3.994696,0.000412
3.469798,0.001835
2.908843,0.001775
2.360928,0.001309
1.852435,0.000763
1.387355,0.000956
1.001200,0.000528
0.736614,0.001998
0.592658,0.000993
0.573928,0.001243
0.683366,0.000474
0.913465,0.000239
1.250481,-0.000096
1.688104,0.000141
2.190088,0.000274
2.728699,-0.000452
3.281571,-0.001001
3.806137,-0.000746
4.305784,-0.000998
4.714716,-0.001553
5.029527,0.000347
5.225430,-0.001403
5.294486,0.000966
5.236417,0.000741
5.050780,0.001095
4.750241,-0.000596
4.350610,0.000640
3.882083,0.000637
3.346863,0.000366
2.796958,-0.000487
2.247648,-0.000992
1.755193,-0.002602
1.307507,0.000318
0.957422,0.001271
0.707238,-0.000562
0.581701,0.000874
0.584022,0.000574
0.719369,0.000722
0.963628,-0.001276
1.324100,0.000642
1.778525,0.000147
2.284751,0.000346
2.829290,0.000038
3.372062,0.000270
3.906973,0.000772
4.362851,0.000262
4.765535,-0.000981
5.062355,0.000108
5.242898,0.000453
5.291751,0.000679
5.211418,-0.000207
4.995047,0.000325
4.682790,-0.000351
4.254272,-0.002636
3.740054,-0.001722
3.187750,-0.000991
2.618675,-0.001916
2.062156,-0.001901
1.566522,-0.000444
1.158054,-0.000853
0.832034,0.000646
0.630799,-0.000576
0.566688,0.001007
0.640813,-0.000376
0.848761,-0.001044
1.182846,-0.001893
1.605732,-0.002123
2.114722,-0.001981
2.683247,-0.000830
3.263358,-0.001560
3.821959,-0.000490
4.329121,-0.000868
4.756296,-0.000734
5.065672,-0.000555
5.250692,-0.000479
5.290383,-0.000021
5.186936,-0.000576
4.936961,-0.001011
4.567790,0.000302
4.089003,-0.000720
3.553989,0.000136
2.974965,0.000716
2.397757,-0.000905
1.829571,-0.000524
1.340105,0.000940
0.959246,0.000084
0.692943,0.000203
0.574309,0.000494
0.604311,0.002469
0.786227,0.000687
1.113086,0.001685
1.548642,0.000140
2.076024,0.000963
2.667864,0.000171
3.271415,-0.000850
3.857258,-0.001300
4.377845,-0.000707
4.812376,0.000944
5.123688,0.001245
5.275933,-0.001010
5.266287,0.001088
5.100439,0.000010
4.781053,0.001135
4.330006,0.000424
3.778552,-0.000526
3.168217,-0.000792
2.549629,-0.000839
1.941536,-0.000830
1.422425,0.000135
0.999713,-0.001491
0.712859,-0.001220
0.576753,-0.001002
0.608622,0.000328
0.807905,-0.000176
1.151832,-0.000231
1.618407,-0.000268
2.195329,0.000475
2.809264,0.001200
3.451497,0.000189
4.041416,-0.000857
4.565840,-0.000148
