Reference detector [V],Primary detector [V]
1.059189,0.001511
1.574625,0.001379
2.223455,-0.000013
2.944606,0.000449
3.665468,0.001938
4.320294,0.001098
4.836938,0.001001
5.167153,0.001360
5.285508,0.001184
5.174912,0.000831
4.846517,0.001899
4.335020,-0.000396
3.685678,0.000819
2.962766,0.001100
2.242081,0.000706
1.586003,0.000400
1.056819,-0.002037
0.711486,-0.000963
0.580847,-0.002781
0.674475,-0.001425
0.990076,-0.002421
1.484189,-0.001500
2.117283,-0.001118
2.832932,-0.000996
3.560562,-0.002823
4.238613,-0.002330
4.776652,-0.000413
5.134702,-0.002465
5.283076,-0.002671
5.200365,-0.002588
4.898328,-0.002725
4.411003,-0.000426
3.775856,-0.003115
3.076024,-0.001510
2.343673,-0.001019
1.673342,-0.003311
1.124629,-0.001952
0.744346,-0.000433
0.585145,-0.002741
0.653620,-0.000979
0.946175,-0.000571
1.432399,-0.001419
2.063141,-0.002882
2.787572,-0.001908
3.524915,-0.001434
4.198419,-0.002715
4.745977,-0.000432
5.122814,-0.002613
5.279926,-0.002565
5.207853,-0.001193
4.910533,0.000921
4.419417,0.001232
3.783444,0.000078
3.053489,0.000585
2.310457,-0.001266
1.642914,-0.002349
1.089871,-0.001418
0.726502,-0.002305
0.582220,-0.001130
0.670947,-0.001526
0.984467,-0.001150
1.503608,-0.002357
2.158586,-0.000339
2.891783,-0.000600
3.613624,-0.000575
4.283025,0.000867
4.809703,0.000883
5.158906,-0.001020
5.285587,0.000573
5.179038,-0.001148
4.848418,-0.000973
4.322284,-0.000018
3.664920,0.000041
2.943758,0.000274
2.220394,-0.001046
1.570531,-0.000368
1.036641,0.001742
0.698087,-0.000148
0.580899,0.001202
0.684265,0.000953
1.007689,0.002599
1.523783,0.000411
2.174883,0.001002
2.909380,0.000382
3.624701,0.000856
4.283973,0.001267
4.820853,0.000319
5.158847,0.002051
5.286114,-0.000027
5.178420,0.001829
4.857402,-0.000039
4.342406,-0.000305
3.688867,0.000828
2.961119,0.000580
2.227691,-0.000086
1.567107,-0.001275
1.035912,-0.000580
0.699193,-0.001049
0.579584,-0.001019
0.694553,-0.000136
1.027269,-0.000064
1.543442,-0.000129
2.200282,-0.000816
2.933549,0.000101
3.656380,-0.000338
4.306548,0.000927
4.824823,-0.000657
5.166566,-0.000526
5.285254,0.001092
5.173172,0.001276
4.843299,-0.000196
4.323908,0.000876
3.677088,0.000830
2.954530,0.000305
2.224585,-0.000122
1.567881,0.000798
1.041991,0.000289
0.706627,0.000053
0.580962,-0.000730
0.680215,0.001004
0.995450,-0.000064
1.490343,0.000789
2.131290,-0.001470
2.838372,-0.001019
3.551586,-0.000466
4.213695,-0.001032
4.759738,-0.001656
5.123791,-0.000397
5.281260,-0.001556
