Reference detector [V],Primary detector [V]
2.901004,0.000177
2.146235,-0.000590
1.474053,-0.000875
0.958442,-0.000030
0.657043,0.000196
0.596512,-0.001653
0.787774,-0.001334
1.209480,-0.000523
1.816813,0.000485
2.537714,0.000511
3.300948,0.000164
4.023343,0.000578
4.636549,0.001479
5.071595,0.001999
5.273503,0.002418
5.222655,0.001834
4.928666,-0.000076
4.419725,0.000404
3.749677,-0.000047
3.001755,-0.000991
2.251918,0.000139
1.560486,0.000394
1.022812,0.000962
0.686186,0.000495
0.588240,0.001426
0.734492,0.000864
1.106140,0.000193
1.662446,-0.000711
2.355331,-0.001962
3.109176,-0.001791
3.853920,-0.001772
4.491402,-0.002423
4.968495,-0.003025
5.237126,-0.002322
5.272357,-0.001593
5.068336,-0.001415
4.641960,-0.001341
4.055301,0.000091
3.348556,-0.000831
2.593727,-0.000879
1.881270,0.000254
1.280362,-0.000061
0.839789,0.000323
0.611808,-0.001162
0.621080,0.001329
0.858313,-0.000327
1.313024,-0.000079
1.923097,0.000849
2.642380,-0.000857
3.395948,0.000708
4.097320,0.000270
4.675323,-0.000104
5.084953,0.000209
5.274263,0.000345
5.228391,-0.000034
4.954814,-0.001092
4.478362,0.000634
3.833978,-0.000038
3.105203,0.000208
2.349426,-0.000259
1.669208,-0.002530
1.113151,-0.001425
0.737583,-0.000333
0.588050,0.000798
0.681695,0.000635
1.005944,0.000125
1.528230,-0.001035
2.185084,0.000249
2.905391,-0.000551
3.643026,-0.001198
4.297233,-0.002071
4.827231,-0.002149
5.169786,-0.001838
5.287364,-0.000928
5.171696,-0.000370
4.834279,-0.001076
4.313315,-0.001590
3.658356,0.001644
2.918752,-0.000116
2.184524,0.000599
1.531954,-0.000495
1.013322,0.000756
0.690582,0.001079
0.584993,-0.000310
0.709250,-0.000440
1.047429,-0.001070
1.571808,-0.000769
2.236127,0.000959
2.952674,-0.000096
3.688275,0.000322
4.336409,0.001278
4.852159,0.001875
5.177531,0.000445
5.287031,0.000100
5.171198,0.000927
4.840352,-0.000685
4.321279,-0.000625
3.663370,0.000100
2.938213,0.000105
2.214840,0.001062
1.556473,0.000842
1.036911,-0.001711
0.702332,0.000913
0.586157,0.001630
0.697467,-0.000055
1.031986,-0.000376
1.543028,-0.000096
2.191462,-0.001064
2.917398,-0.001370
3.641804,-0.000982
4.296258,-0.000652
4.816159,0.000051
5.159063,-0.001289
5.286408,-0.000503
5.186450,-0.000991
4.870080,-0.001310
4.372009,-0.001629
3.735736,-0.000310
3.015350,0.000215
2.293433,-0.000594
1.629600,0.001750
1.096791,0.000855
0.737887,-0.001746
0.589519,-0.000043
0.662058,-0.000447
0.953859,-0.000601
1.427017,-0.002449
2.041725,-0.001836
2.756595,-0.001407
3.465986,-0.001360
4.131196,-0.000075
4.695214,0.001068
5.090006,0.000683
5.273295,-0.000643
5.240241,-0.000483
4.989773,0.000059
4.542511,-0.000735
3.947841,0.000075
3.244607,-0.001535
2.523916,-0.000771
1.842490,0.000404
1.264877,-0.000370
0.839028,0.001044
0.615794,0.000620
0.609724,-0.000519
0.820608,-0.000342
1.222708,-0.002441
1.789380,-0.001860
2.460554,-0.000809
3.180537,-0.000702
3.880566,0.000630
4.488992,0.000434
4.947332,-0.000865
5.220302,0.000725
5.282027,0.000828
5.126815,0.000904
4.762926,0.000694
4.221273,0.002399
3.570943,0.001241
2.865983,-0.000280
2.156165,0.001433
1.531183,-0.000336
1.024880,0.000510
0.701521,-0.002739
0.584718,-0.000474
0.688596,-0.001826
1.001328,-0.000372
1.490021,0.000001
2.118992,-0.000013
2.805600,0.000306
3.502945,0.001679
4.165674,0.000572
4.706937,0.000262
5.080091,0.000977
5.268933,0.001350
5.247929,0.000660
5.017790,0.001365
4.597693,0.000912
4.035139,-0.000378
3.362960,-0.000018
2.663376,0.001722
1.987826,0.000869
1.384976,0.000031
0.942206,-0.000076
0.662971,0.000158
0.585640,0.000076
0.718161,-0.000085
1.044821,-0.001129
1.539927,-0.001383
2.144006,-0.000453
2.830726,-0.001994
3.501606,-0.000236
4.133832,-0.000942
4.675810,-0.000724
5.061764,-0.002059
5.261738,0.000781
5.264917,0.000333
5.070617,-0.000101
4.698375,0.000192
4.169381,-0.000069
3.539198,-0.000922
2.880893,0.000038
2.205185,-0.001187
1.606426,-0.000794
1.110587,-0.000940
0.766935,-0.001230
0.597887,-0.000741
0.618913,-0.000307
0.828186,0.000924
1.203034,-0.001587
1.724297,-0.001064
2.336075,-0.000536
2.989824,-0.001135
3.646243,-0.001424
4.241400,-0.001765
4.732419,-0.000709
5.083328,-0.001933
5.266309,-0.001180
5.267425,-0.000397
5.094946,-0.001085
4.742110,-0.001458
4.283010,0.000031
3.694089,0.000505
3.064246,0.000204
2.423877,0.001324
1.813739,0.000236
1.296193,0.000273
0.907523,0.000480
0.662058,0.001494
0.582926,0.001455
0.672289,0.000738
0.928924,0.000400
1.330145,0.000932
1.840225,0.000630
2.433009,0.001968
3.044817,0.002389
3.663388,0.001309
4.218390,0.000970
4.692730,0.002209
5.039322,0.001107
5.242586,0.000165
5.286862,0.003020
5.169534,-0.000164
4.900596,0.000178
4.502626,0.000656
3.991308,-0.000638
3.418642,-0.000113
2.805423,0.000014
2.217087,-0.000568
1.667792,0.001297
1.191338,-0.001179
0.846240,-0.000572
0.637722,0.000033
0.583866,-0.000346
0.687992,-0.000942
0.937438,-0.001418
1.321641,-0.001323
1.806794,-0.000014
2.368807,-0.002417
2.978849,0.000419
3.577700,-0.002235
4.131993,-0.001056
4.610203,-0.001785
4.971675,-0.000437
5.205124,0.000280
5.290777,-0.000593
5.219789,-0.000619
5.002079,-0.000105
4.648270,-0.002122
4.189880,-0.002436
3.645177,-0.001433
3.045949,-0.000783
2.448313,-0.001018
1.877110,-0.000605
1.375095,0.000728
0.977545,0.001558
0.711765,0.000906
0.589285,0.000093
0.617755,0.000344
0.799531,0.000730
1.117189,0.000433
1.556708,0.000300
2.081668,0.000371
2.646516,0.000343
3.239302,0.000334
3.821119,0.000638
4.340224,0.001449
4.766381,0.001978
5.078513,0.001084
5.255657,0.000001
5.282113,-0.000639
5.159025,-0.000315
4.893329,-0.000971
4.502911,-0.000233
4.007895,0.000454
3.440016,-0.000261
2.848646,0.000034
2.258141,0.000209
1.714741,0.000214
1.237288,0.000423
0.880731,-0.000942
0.655644,-0.001074
0.582153,-0.001246
0.660623,-0.001722
0.893335,0.000099
1.261580,-0.001785
1.735017,-0.003200
2.286264,-0.003012
2.881286,-0.002330
3.479862,-0.001821
4.036455,-0.002093
4.536323,-0.002257
4.921315,-0.002424
5.179650,-0.001777
5.286969,0.000196
5.236744,0.000195
5.030896,-0.000792
4.685586,0.000352
4.213127,-0.001984
3.655537,-0.000501
3.051802,0.000111
2.435381,-0.000520
1.850934,0.000362
1.351061,-0.000092
0.952333,-0.001875
0.688132,-0.000341
0.583476,-0.000117
0.639779,0.000134
0.850024,-0.000460
1.199648,-0.001115
1.656758,-0.001139
2.217034,-0.000172
2.825985,-0.000419
3.449526,-0.000598
4.023580,-0.000428
4.524173,0.000853
4.921048,0.001063
5.182075,-0.000389
5.287598,0.001326
5.231207,-0.000702
5.016069,0.000207
4.662166,0.001383
4.185308,0.000728
3.623864,0.001116
3.019862,-0.000234
2.391217,0.000542
1.815885,0.000459
1.321302,0.001201
0.928347,0.000928
0.677635,0.000114
