Reference detector [V],Primary detector [V]
2.421031,0.000093
3.081439,-0.000687
3.730197,0.000451
4.313272,0.000320
4.793763,0.000088
5.121559,-0.000339
5.283465,0.000049
5.262556,0.000674
5.053004,-0.000720
4.676798,0.001415
4.167731,0.000806
3.560415,0.001713
2.912288,-0.000441
2.249457,-0.000022
1.646820,0.000125
1.153054,0.000685
0.787634,0.000392
0.598207,-0.001415
0.589732,-0.001132
0.759800,-0.000839
1.097513,-0.000613
1.581120,-0.002255
2.163237,-0.000262
2.796025,0.000935
3.449316,0.001159
4.055879,0.000563
4.586281,0.000534
4.988042,-0.000221
5.230477,0.001587
5.295321,0.001498
5.181198,-0.000466
4.897692,-0.000442
4.460518,0.000766
3.919606,0.000635
3.294198,0.002009
2.650019,0.001412
2.024367,0.001925
1.469269,0.001827
1.020738,0.001841
0.712024,0.002502
0.577647,0.001327
0.615863,0.001108
0.820017,0.000098
1.193936,-0.000621
1.678474,0.000616
2.257764,-0.000145
2.903228,-0.000896
3.526191,-0.000980
4.129706,0.000114
4.633973,0.001895
5.006709,0.002997
5.237099,-0.000029
5.296071,0.001490
5.184699,0.000708
4.914554,0.000365
4.500130,0.000375
3.966771,0.000628
3.365398,-0.000547
2.720012,-0.000399
2.103947,-0.000029
1.543619,-0.001137
1.085837,-0.001399
0.761235,0.000992
0.593195,0.001348
0.587675,0.000394
0.743143,0.001533
1.061581,-0.001092
1.518033,-0.000401
2.057302,-0.000799
2.675531,-0.002007
3.302867,-0.000435
3.909662,0.001220
4.443267,-0.001182
4.870492,-0.000675
5.162650,0.001913
5.291281,0.000137
5.256588,-0.000485
5.058303,0.001130
4.716221,0.001436
4.241548,0.000993
3.691609,0.000072
3.098194,-0.000737
2.479049,-0.000280
1.888543,-0.001454
1.378493,-0.002148
0.963621,-0.000781
0.689723,-0.000323
0.573714,-0.000861
0.624285,-0.000614
0.836894,0.000598
1.192672,0.000235
1.665790,0.000139
2.221368,-0.001402
2.835823,-0.000963
3.467467,-0.000625
4.041294,-0.000675
4.538527,-0.000439
4.927352,-0.000809
